event_id,user_id,product_id,event_type,event_timestamp
E00000090,U005069,P001761,cart,2024-07-11T00:00:09.443399
E00000091,U003881,P001988,cart,2025-04-15T06:00:31.970150
E00000092,U009594,P000970,view,2024-08-20T02:35:17.187278
E00000093,U001468,P000626,view,2025-06-11T23:44:50.380776
E00000094,U002509,P001875,cart,2024-01-05T02:17:32.746231
E00000095,U004060,P001756,view,2025-04-02T04:30:09.636240
E00000096,U004272,P000243,view,2025-02-26T16:42:26.025413
E00000097,U001441,P001157,view,2025-01-25T08:13:04.386329
E00000098,U007275,P001544,view,2024-07-26T21:33:46.274100
E00000099,U004803,P000686,view,2025-08-05T10:22:14.719167
E00000100,U006186,P000712,view,2025-06-24T07:16:58.180756
E00000101,U003609,P000098,view,2024-10-12T13:33:54.703960
E00000102,U002547,P000492,wishlist,2025-10-18T04:45:06.860545
E00000103,U004639,P001677,wishlist,2024-08-22T18:23:14.051089
E00000104,U000503,P000846,purchase,2024-04-17T12:03:16.607590
E00000105,U006233,P000101,view,2024-07-08T01:05:01.897360
E00000106,U005536,P001127,wishlist,2025-11-01T23:54:36.058827
E00000107,U007016,P000815,view,2025-10-21T06:49:58.346405
E00000108,U009427,P001988,view,2024-06-16T18:30:41.253830
E00000109,U005767,P001193,view,2024-09-12T17:44:34.247794
E00000110,U006449,P001303,view,2024-05-12T14:33:39.555578
E00000111,U009842,P001310,view,2024-05-18T06:30:29.628227
E00000112,U007120,P000659,purchase,2024-10-28T08:44:16.234695
E00000113,U001251,P001809,view,2024-10-17T15:17:08.735314
E00000114,U002977,P001219,view,2025-08-18T22:06:31.487635
E00000115,U001062,P000663,view,2024-04-02T19:14:39.369405
E00000116,U009631,P000239,view,2025-09-11T20:36:22.937275
E00000117,U005683,P001655,view,2024-06-04T01:35:07.619475
E00000118,U003954,P000709,cart,2025-06-28T04:25:55.253738
E00000119,U000343,P001812,view,2025-05-04T13:38:46.300354
E00000120,U008417,P000813,cart,2025-04-19T17:40:03.094165
E00000121,U007076,P000594,view,2025-05-29T23:50:42.906891
E00000122,U009151,P001876,view,2025-04-07T12:50:33.286200
E00000123,U005208,P000306,view,2025-08-17T03:15:53.423241
E00000124,U004011,P001023,view,2024-06-05T06:21:26.432561
E00000125,U001947,P000096,view,2025-05-27T13:21:21.851887
E00000126,U005621,P000008,view,2024-03-19T02:16:32.903302
E00000127,U000878,P000129,view,2024-05-07T00:49:13.935949
E00000128,U007828,P000146,cart,2025-10-06T14:21:15.285931
E00000129,U005290,P000095,view,2024-05-10T05:47:27.613919
E00000130,U003335,P000165,purchase,2025-03-20T01:21:37.464451
E00000131,U006217,P000822,view,2025-02-05T06:01:36.359462
E00000132,U005529,P000881,view,2025-03-02T09:15:53.317884
E00000133,U001404,P001028,view,2024-09-04T15:56:00.921891
E00000134,U009601,P000548,view,2025-10-24T10:16:24.679873
E00000135,U006837,P000342,cart,2024-11-09T09:59:20.620347
E00000136,U004123,P000450,wishlist,2025-06-27T04:59:16.181781
E00000137,U001612,P001092,view,2024-06-23T20:43:04.176453
E00000138,U002824,P000681,wishlist,2025-01-03T20:50:07.772862
E00000139,U001164,P000607,view,2025-05-28T21:53:17.198938
E00000140,U007274,P001707,purchase,2025-06-24T17:00:16.070760
E00000141,U009503,P000828,view,2024-06-04T21:53:26.171057
E00000142,U005907,P001755,cart,2025-04-17T01:58:20.433368
E00000143,U000068,P001554,wishlist,2025-07-23T22:01:12.598475
E00000144,U008703,P001842,view,2024-01-24T15:43:06.409103
E00000145,U002358,P000741,view,2025-02-19T13:59:36.175874
E00000146,U000540,P000644,view,2025-07-08T08:10:46.188807
E00000147,U007219,P000355,view,2024-05-07T14:33:18.969222
E00000148,U005704,P000186,view,2024-06-02T09:10:14.698188
E00000149,U006213,P000002,view,2025-02-28T22:42:33.729104
E00000150,U009361,P000733,view,2025-08-05T04:10:13.974204
E00000151,U005411,P001996,cart,2024-07-23T09:13:08.006150
E00000152,U008571,P000559,view,2025-02-21T15:02:43.875275
E00000153,U008468,P001433,cart,2025-10-06T18:18:16.702180
E00000154,U001006,P001040,view,2025-06-28T22:48:06.809722
E00000155,U006222,P000555,view,2024-10-13T10:43:25.172530
E00000156,U009751,P001033,view,2025-03-17T16:04:13.752846
E00000157,U003014,P000641,view,2024-02-13T13:16:03.614781
E00000158,U009419,P000184,view,2025-09-09T00:09:27.163243
E00000159,U001365,P000101,view,2025-06-02T18:50:05.103002
E00000160,U006908,P001330,view,2024-05-15T19:44:17.907760
E00000161,U000950,P000745,wishlist,2024-01-26T19:54:51.074586
E00000162,U001546,P001860,view,2024-04-08T19:58:42.485543
E00000163,U000541,P001757,purchase,2025-04-10T10:06:50.751385
E00000164,U004360,P001181,cart,2024-01-13T12:13:38.717129
E00000165,U003042,P001007,cart,2025-10-16T14:21:43.864027
E00000166,U005714,P000844,view,2024-01-26T19:51:22.555778
E00000167,U001689,P001109,wishlist,2025-08-03T13:11:11.942716
E00000168,U004663,P000099,cart,2025-08-06T00:22:32.766328
E00000169,U001895,P001218,cart,2024-11-19T16:08:36.448049
E00000170,U008851,P001076,purchase,2024-07-28T19:36:47.085294
E00000171,U003712,P001389,view,2024-11-13T12:28:36.343785
E00000172,U005226,P000170,view,2025-04-02T21:55:33.529172
E00000173,U003647,P000668,view,2024-03-02T11:20:20.488581
E00000174,U002487,P001379,view,2025-05-21T14:40:07.950892
E00000175,U000345,P001860,view,2024-07-04T04:13:21.680739
E00000176,U004549,P000320,view,2025-08-24T15:09:36.054535
E00000177,U006309,P001969,view,2024-08-18T12:36:47.239441
E00000178,U008943,P001778,view,2024-09-11T21:04:13.748744
E00000179,U001439,P000590,wishlist,2024-12-04T08:15:03.636082
E00000180,U009853,P001334,cart,2024-11-30T22:54:21.785422
E00000181,U008360,P001250,view,2024-08-11T20:12:10.696659
E00000182,U009044,P000829,view,2025-04-18T19:53:44.592514
E00000183,U004915,P001508,view,2025-06-02T22:21:28.779188
E00000184,U001364,P001477,view,2025-06-26T19:26:09.602625
E00000185,U002665,P001581,cart,2025-03-26T08:10:44.883330
E00000186,U004691,P001647,cart,2025-04-02T09:10:49.854062
E00000187,U002050,P000038,view,2024-02-25T07:47:27.883204
E00000188,U004735,P000715,view,2024-07-17T11:47:40.918417
E00000189,U005831,P001468,view,2024-02-29T14:58:22.624002
E00000190,U004439,P001582,view,2024-05-22T09:35:11.786572
E00000191,U004508,P001811,view,2024-05-03T03:32:02.175790
E00000192,U002120,P000675,view,2025-09-16T22:17:02.926390
E00000193,U007317,P000282,view,2025-05-08T07:33:54.304285
E00000194,U007562,P000160,view,2025-04-17T14:35:54.617162
E00000195,U005249,P001649,view,2024-03-07T16:05:02.600833
E00000196,U009981,P000705,view,2025-09-28T12:50:43.703917
E00000197,U002631,P000134,view,2024-05-23T16:12:51.568706
E00000198,U002535,P001026,view,2025-02-24T07:10:11.863341
E00000199,U007240,P000485,view,2024-08-03T20:13:56.060575
E00000200,U005328,P000037,wishlist,2025-03-13T12:08:13.463932
E00000201,U001366,P001611,purchase,2024-02-01T23:30:50.450155
E00000202,U007744,P001078,view,2024-04-30T19:17:00.463562
E00000203,U004584,P001116,cart,2024-02-29T09:49:18.930189
E00000204,U009586,P001173,view,2024-03-12T04:31:21.615425
E00000205,U006146,P000183,cart,2025-06-30T21:38:27.355778
E00000206,U009427,P001181,view,2024-05-10T08:40:29.797016
E00000207,U000990,P000289,cart,2024-09-20T15:39:41.332702
E00000208,U003509,P000964,view,2024-04-18T02:34:29.048997
E00000209,U004728,P000723,view,2024-02-18T18:25:00.249347
E00000210,U005290,P001716,view,2025-05-27T02:10:38.335475
E00000211,U000424,P000713,view,2025-07-26T13:14:25.324504
E00000212,U001127,P001051,view,2024-01-26T13:16:08.928308
E00000213,U006670,P000452,view,2025-08-25T05:16:01.504090
E00000214,U008618,P001216,view,2025-02-01T06:05:26.408042
E00000215,U008332,P000598,purchase,2025-03-29T00:32:19.438828
E00000216,U002323,P000599,view,2025-02-12T16:47:55.709884
E00000217,U004301,P001812,view,2025-09-08T23:40:58.709459
E00000218,U001738,P001597,cart,2025-05-27T16:18:08.070031
E00000219,U000529,P000817,view,2024-07-05T12:09:42.055224
E00000220,U002501,P001465,view,2025-08-18T05:35:00.504864
E00000221,U009117,P001411,view,2025-08-01T08:02:11.059997
E00000222,U002081,P001691,view,2024-10-31T15:16:15.281263
E00000223,U001555,P000214,view,2025-08-02T14:39:36.203509
E00000224,U006564,P001332,view,2025-02-05T05:43:44.784901
E00000225,U001832,P001551,view,2025-02-17T23:57:34.686846
E00000226,U004053,P001401,purchase,2024-05-02T06:18:15.327731
E00000227,U004758,P001011,view,2025-08-14T13:19:33.076839
E00000228,U003046,P000742,cart,2024-05-22T01:16:31.213768
E00000229,U003242,P001862,view,2024-10-23T09:39:10.245338
E00000230,U003768,P000606,view,2025-02-14T10:22:50.074183
E00000231,U009501,P000150,view,2024-01-24T16:51:36.833755
E00000232,U002432,P001073,view,2025-07-07T03:05:20.551589
E00000233,U001339,P001766,view,2024-06-24T15:51:28.754154
E00000234,U008884,P000999,view,2025-08-02T17:07:20.321822
E00000235,U009243,P000237,view,2025-06-09T03:58:14.138258
E00000236,U005431,P001640,purchase,2025-04-13T21:51:51.764432
E00000237,U006130,P001375,view,2025-06-21T01:48:02.729062
E00000238,U002979,P000480,view,2025-03-14T22:47:15.907374
E00000239,U004292,P001337,view,2025-09-01T13:22:48.009178
E00000240,U006500,P001481,view,2025-10-29T23:53:14.204719
E00000241,U009333,P000123,view,2025-06-05T20:51:50.350218
E00000242,U008403,P000764,view,2025-06-12T03:20:05.157281
E00000243,U006351,P001325,view,2024-05-13T10:10:31.902862
E00000244,U001071,P001678,view,2025-07-17T20:57:42.238888
E00000245,U003841,P000166,view,2024-09-03T02:53:32.469111
E00000246,U007703,P001355,view,2024-01-14T14:07:13.927852
E00000247,U002280,P001247,view,2024-01-17T03:43:22.827721
E00000248,U003094,P001370,view,2025-03-28T16:17:53.095482
E00000249,U000940,P000055,view,2025-08-09T21:07:30.174911
E00000250,U008923,P001391,view,2024-06-20T10:21:00.235228
E00000251,U004183,P000611,purchase,2025-04-20T05:58:48.148703
E00000252,U007538,P001605,view,2024-08-23T18:43:16.242797
E00000253,U006761,P001401,cart,2024-08-31T00:38:51.555368
E00000254,U009454,P001599,view,2024-02-02T17:26:46.246143
E00000255,U009980,P001733,view,2025-10-30T23:15:32.904059
E00000256,U001881,P000712,wishlist,2024-04-04T05:36:24.410886
E00000257,U009507,P000032,cart,2024-11-22T02:49:21.109687
E00000258,U003950,P000164,view,2024-10-02T03:57:57.389460
E00000259,U003984,P001660,cart,2024-12-28T05:00:42.968998
E00000260,U001714,P001149,cart,2024-10-25T10:35:05.921085
E00000261,U007851,P000281,cart,2025-10-23T00:40:04.218106
E00000262,U001360,P001753,view,2024-11-23T23:44:09.416519
E00000263,U009598,P000599,view,2024-09-09T04:14:06.392804
E00000264,U000022,P001491,view,2024-09-21T02:42:30.557488
E00000265,U003732,P001664,view,2025-09-28T01:36:25.633263
E00000266,U004144,P000545,view,2025-11-13T00:38:11.717938
E00000267,U009233,P001071,view,2025-10-07T07:41:11.647163
E00000268,U008396,P000660,view,2025-02-20T07:32:57.551634
E00000269,U006948,P001760,view,2025-10-10T15:43:38.929721
E00000270,U009153,P000236,view,2024-10-04T06:17:12.348560
E00000271,U001098,P001635,view,2024-07-24T01:23:08.707687
E00000272,U007692,P000352,view,2024-11-01T15:14:49.523868
E00000273,U003092,P000946,wishlist,2024-07-11T00:29:16.885508
E00000274,U001877,P000589,wishlist,2024-01-05T18:00:16.474633
E00000275,U009218,P000724,view,2024-09-27T03:21:34.735551
E00000276,U006139,P000978,wishlist,2024-02-03T17:40:45.401220
E00000277,U007021,P001956,wishlist,2025-01-02T08:02:44.872511
E00000278,U003288,P001251,view,2025-04-26T16:16:22.003158
E00000279,U001374,P001766,view,2024-04-12T05:33:12.734235
E00000280,U005249,P000537,view,2024-12-13T17:11:39.772102
E00000281,U008182,P001441,view,2025-02-17T14:39:54.400553
E00000282,U001532,P002000,view,2025-09-05T13:03:17.985118
E00000283,U005204,P000451,view,2025-06-06T14:27:01.062084
E00000284,U006700,P001357,view,2024-01-15T11:47:36.154070
E00000285,U003698,P000358,wishlist,2024-07-31T07:50:22.970786
E00000286,U004645,P001505,view,2025-03-11T11:29:02.561003
E00000287,U003440,P001936,purchase,2025-06-10T13:16:13.509884
E00000288,U004868,P001355,wishlist,2024-11-09T12:44:11.085981
E00000289,U004793,P001744,wishlist,2025-08-17T22:43:15.180279
E00000290,U003034,P001685,cart,2024-03-13T00:19:36.010974
E00000291,U003232,P000484,view,2024-07-28T19:30:51.305661
E00000292,U001516,P000554,view,2025-09-08T20:42:21.200544
E00000293,U005184,P000586,wishlist,2025-02-13T23:02:00.629532
E00000294,U006053,P001536,view,2025-09-07T04:42:44.990122
E00000295,U003573,P001675,view,2025-07-18T07:57:32.157012
E00000296,U003933,P001408,view,2024-08-31T23:48:29.803862
E00000297,U009874,P000923,view,2024-08-07T22:47:42.832348
E00000298,U001224,P001165,purchase,2025-10-15T04:02:58.830678
E00000299,U004662,P001277,wishlist,2025-09-24T23:12:52.257643
E00000300,U002848,P001135,purchase,2024-08-16T00:02:35.984891
E00000301,U006099,P001731,view,2024-06-22T20:02:57.266282
E00000302,U000008,P000380,view,2024-07-29T16:47:05.099184
E00000303,U007753,P000030,cart,2024-01-20T06:13:41.027764
E00000304,U000635,P001666,view,2025-07-12T17:45:37.110895
E00000305,U006158,P000777,view,2024-04-08T19:54:33.561220
E00000306,U000532,P001196,view,2025-05-12T17:20:51.159786
E00000307,U001264,P001505,cart,2025-07-12T13:16:25.539492
E00000308,U000491,P000614,view,2024-09-09T07:12:34.520460
E00000309,U001957,P000831,wishlist,2025-10-14T07:22:52.856999
E00000310,U004243,P000046,view,2025-09-30T13:56:19.189880
E00000311,U003772,P000230,cart,2024-08-23T01:59:07.058886
E00000312,U007213,P000135,view,2025-04-06T12:40:32.234357
E00000313,U007267,P000984,cart,2024-08-26T03:27:13.478793
E00000314,U006928,P000291,cart,2024-11-19T00:23:21.525715
E00000315,U000865,P000313,view,2025-08-30T18:42:17.658041
E00000316,U003305,P001810,view,2025-05-24T23:49:10.534175
E00000317,U003656,P001216,view,2024-11-13T07:42:45.322529
E00000318,U000852,P001127,wishlist,2024-04-15T21:27:31.742051
E00000319,U009970,P001065,view,2024-12-15T13:45:26.652019
E00000320,U008016,P001850,wishlist,2025-08-09T03:38:01.432793
E00000321,U003204,P000518,view,2024-03-29T06:19:41.108183
E00000322,U002097,P001908,view,2024-11-15T09:13:12.148016
E00000323,U007491,P000756,view,2024-02-12T21:10:50.643511
E00000324,U001871,P001257,view,2025-07-12T15:11:07.283833
E00000325,U009273,P001768,purchase,2025-05-15T16:03:12.718179
E00000326,U007499,P001708,view,2025-06-10T02:43:25.659091
E00000327,U007270,P001108,cart,2025-01-29T05:20:50.658446
E00000328,U000078,P000147,cart,2024-09-25T17:17:32.158791
E00000329,U000560,P000898,view,2025-08-12T14:55:50.051817
E00000330,U003873,P000181,wishlist,2025-10-20T19:12:57.726940
E00000331,U006769,P001853,view,2024-11-03T22:32:08.614802
E00000332,U003227,P001292,view,2025-05-30T02:37:57.876028
E00000333,U008570,P001183,view,2025-10-17T00:14:41.994626
E00000334,U003816,P001559,view,2025-03-09T00:04:27.334416
E00000335,U005831,P001110,cart,2024-07-16T18:38:18.350529
E00000336,U001860,P001497,cart,2024-10-07T22:49:54.582622
E00000337,U000112,P001970,view,2025-02-25T06:12:39.510330
E00000338,U002619,P001633,view,2024-02-09T17:10:11.497719
E00000339,U003549,P000055,wishlist,2024-11-11T20:35:38.403207
E00000340,U006085,P000728,view,2025-05-22T06:32:16.933708
E00000341,U000866,P001296,view,2024-02-06T20:11:42.292718
E00000342,U009830,P001169,view,2025-05-09T03:05:08.290722
E00000343,U008564,P001729,view,2025-01-03T00:47:23.798082
E00000344,U006198,P001224,wishlist,2024-05-20T00:10:25.416609
E00000345,U002196,P000176,view,2024-03-23T18:11:49.686104
E00000346,U004042,P000756,purchase,2024-11-09T19:23:24.574566
E00000347,U003000,P000795,view,2025-08-01T22:28:12.154285
E00000348,U001641,P000715,view,2025-10-19T08:12:21.986470
E00000349,U000350,P001666,view,2024-02-01T00:23:10.376183
E00000350,U006091,P000277,view,2024-02-09T08:13:46.393489
E00000351,U004620,P001356,wishlist,2024-11-18T16:09:10.654104
E00000352,U004281,P001584,purchase,2025-07-18T04:17:25.582761
E00000353,U001871,P000956,wishlist,2024-02-09T15:26:17.429624
E00000354,U002044,P001126,purchase,2025-01-20T10:01:50.511041
E00000355,U001532,P000452,view,2025-02-26T00:00:18.325734
E00000356,U006703,P000538,purchase,2025-01-03T23:00:07.960277
E00000357,U007469,P001673,view,2025-01-21T06:58:35.478113
E00000358,U009328,P001365,view,2025-05-08T01:12:04.658294
E00000359,U008941,P001576,cart,2024-11-15T04:02:26.053425
E00000360,U003703,P000934,cart,2024-09-20T08:26:35.114383
E00000361,U001587,P001180,view,2025-09-23T18:49:54.421368
E00000362,U006324,P000251,view,2024-10-05T02:51:09.117181
E00000363,U009089,P000619,cart,2024-08-29T21:21:19.255672
E00000364,U007871,P001746,wishlist,2024-01-08T23:10:30.069657
E00000365,U001387,P001019,view,2024-02-13T14:07:22.818578
E00000366,U005516,P000120,view,2024-06-17T09:24:31.211308
E00000367,U007213,P001847,view,2025-08-04T17:13:52.484630
E00000368,U009429,P001370,cart,2024-06-08T16:10:34.419301
E00000369,U003668,P001826,wishlist,2024-08-10T21:50:22.506061
E00000370,U003182,P000872,wishlist,2024-07-10T08:31:34.329602
E00000371,U004913,P000718,view,2024-10-11T12:23:37.256574
E00000372,U002533,P000202,view,2025-04-27T12:27:31.339755
E00000373,U002449,P000559,cart,2025-09-17T01:25:17.773965
E00000374,U001297,P000981,wishlist,2025-01-20T19:50:09.980965
E00000375,U000981,P001216,view,2025-10-26T03:13:21.246728
E00000376,U008384,P000984,view,2024-01-11T03:17:37.579712
E00000377,U003310,P000734,view,2024-05-06T07:43:36.431847
E00000378,U004671,P001019,view,2024-02-12T13:21:01.554371
E00000379,U001407,P001291,view,2024-09-30T05:22:58.074511
E00000380,U008899,P000338,view,2024-09-30T11:35:27.719552
E00000381,U008231,P000017,view,2025-08-05T04:28:30.150245
E00000382,U006439,P000791,view,2024-03-24T19:04:18.104918
E00000383,U008671,P001036,view,2024-05-10T08:36:41.149557
E00000384,U004737,P000401,cart,2025-03-26T23:19:19.353257
E00000385,U004378,P000842,view,2024-02-20T18:47:25.162111
E00000386,U001665,P001507,view,2025-09-28T00:25:26.399397
E00000387,U001201,P001663,view,2025-03-17T05:12:32.126171
E00000388,U005061,P000039,wishlist,2024-08-30T02:25:03.838067
E00000389,U004074,P000030,view,2025-07-11T08:40:33.663983
E00000390,U004231,P001109,wishlist,2024-06-07T00:23:38.148655
E00000391,U007625,P000154,view,2025-08-30T13:17:28.260024
E00000392,U009558,P001102,wishlist,2025-02-24T13:34:17.546513
E00000393,U000616,P000544,view,2024-08-06T13:57:04.857202
E00000394,U001660,P001896,view,2024-06-11T10:02:30.688782
E00000395,U008903,P001476,view,2024-08-23T22:21:28.158341
E00000396,U006062,P000073,wishlist,2024-09-15T23:29:54.080184
E00000397,U005091,P000459,view,2025-10-09T09:36:49.240892
E00000398,U003344,P001172,view,2025-02-09T20:54:23.013690
E00000399,U002095,P000471,view,2025-04-28T18:33:09.565897
E00000400,U007955,P001926,view,2024-06-07T00:36:23.988606
E00000401,U009952,P001896,view,2024-02-07T22:43:01.561157
E00000402,U006909,P001404,purchase,2025-04-07T15:15:00.124393
E00000403,U007343,P001603,view,2025-02-28T18:57:20.030836
E00000404,U005059,P001318,view,2024-05-31T02:25:56.950016
E00000405,U005841,P000397,view,2024-06-04T00:12:12.746247
E00000406,U005573,P001443,view,2024-03-31T17:35:39.553800
E00000407,U003727,P001021,view,2024-06-08T09:11:36.188871
E00000408,U001258,P001026,view,2024-06-29T06:07:15.197794
E00000409,U006886,P000227,view,2025-06-07T06:42:35.715706
E00000410,U001764,P001310,view,2025-05-06T14:04:08.177299
E00000411,U005559,P000671,wishlist,2025-02-24T01:24:02.725286
E00000412,U002225,P001988,view,2025-11-02T00:06:09.863126
E00000413,U003274,P000515,purchase,2025-10-14T03:02:08.173153
E00000414,U006279,P001317,wishlist,2025-01-28T01:35:42.328161
E00000415,U003635,P001692,wishlist,2024-12-23T19:22:28.370416
E00000416,U000308,P000127,view,2025-05-09T18:58:10.336246
E00000417,U005916,P001340,cart,2024-11-14T17:36:17.575450
E00000418,U006623,P000208,view,2024-03-10T08:47:48.062670
E00000419,U003606,P000073,view,2024-04-14T00:41:45.869671
E00000420,U000252,P000809,cart,2024-07-19T19:27:53.889592
E00000421,U005308,P000089,view,2025-01-07T09:28:34.848622
E00000422,U007304,P001358,view,2025-09-01T05:56:31.982972
E00000423,U006617,P000227,wishlist,2024-03-30T00:32:26.432235
E00000424,U004195,P000957,cart,2025-09-18T03:59:31.892328
E00000425,U000248,P000824,cart,2025-01-25T20:57:31.486322
E00000426,U003772,P001492,view,2024-01-25T21:31:02.322160
E00000427,U006708,P000519,view,2024-12-26T16:58:48.129174
E00000428,U000746,P000769,cart,2025-03-15T22:00:21.508399
E00000429,U007884,P000513,view,2024-09-17T04:23:50.959174
E00000430,U000994,P001356,wishlist,2025-04-22T19:22:13.201722
E00000431,U005991,P000438,view,2024-07-07T13:41:30.996618
E00000432,U007611,P000460,wishlist,2024-04-27T12:50:26.136614
E00000433,U001390,P000949,view,2025-07-04T20:14:40.828314
E00000434,U007300,P001925,view,2025-01-09T17:36:03.387901
E00000435,U009480,P001203,view,2024-03-01T17:50:58.254234
E00000436,U009401,P000700,view,2025-10-12T12:59:07.373786
E00000437,U007822,P000617,view,2025-06-30T20:36:42.198142
E00000438,U005346,P001417,view,2024-12-30T01:29:17.988943
E00000439,U000077,P001333,view,2024-11-05T01:37:08.077901
E00000440,U000408,P000936,cart,2024-10-07T19:46:59.656167
E00000441,U001699,P000307,view,2024-08-13T12:54:58.397372
